Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Glsp90,Astp90,G+Ap90,xGp90,xAGp90,xG+xAGp90,npxGp90,npxG+xAGp90,Tkl,TklW,DTkl,DTklAtt,Tkl%,Blocks,Int,Clr,Cmp,Att,Cmp%,PTotDist,PPrgDist,A-xAG,KP,1/3,PPA
Alessandro Zanoli,ITA,"DF,FW",Napoli,Serie A,22,2000,4,0,52,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,,0,1,1,33,40,82.5,527,111,0.0,0,2,0
Alessio Romagnoli,ITA,DF,Lazio,Serie A,28,1995,29,26,2411,26.8,0,0,0,0,0,0,9,0,0.6,0.6,0.6,1.1,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,25,18,16,24,66.7,29,29,115,1604,1759,91.2,27365,9970,-0.6,6,82,5
Alessio Zerbin,ITA,"DF,FW",Monza,Serie A,24,1999,13,7,684,7.6,0,1,1,0,0,0,2,1,0.4,0.4,0.8,1.2,0.0,0.13,0.13,0.05,0.11,0.16,0.05,0.16,18,10,4,13,30.8,16,3,5,218,282,77.3,4240,1162,0.2,12,15,12
Álex Centelles,ESP,DF,Almería,La Liga,25,1997,14,11,980,10.9,0,1,1,0,0,0,2,0,0.0,0.0,1.6,1.6,0.0,0.09,0.09,0.0,0.14,0.15,0.0,0.15,11,6,8,18,44.4,5,18,29,400,544,73.5,6993,2843,-0.6,11,35,12
Álex Grimaldo,ESP,DF,Leverkusen,Bundesliga,27,1995,33,31,2784,30.9,10,13,23,10,0,0,1,0,5.7,5.7,9.1,14.8,0.32,0.42,0.74,0.18,0.3,0.48,0.18,0.48,45,24,30,55,54.5,32,22,41,1762,2148,82.0,24881,6698,3.9,78,79,71
Álex Moreno,ESP,DF,Aston Villa,Premier League,30,1993,21,11,1031,11.5,2,0,2,2,0,0,2,0,1.1,1.1,1.1,2.3,0.17,0.0,0.17,0.1,0.1,0.2,0.1,0.2,18,12,12,19,63.2,11,13,37,428,542,79.0,6466,1602,-1.1,11,10,13
Alex Murphy,IRL,"DF,FW",Newcastle Utd,Premier League,19,2004,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,2,50.0,1,1,0,17,17,100.0,275,81,0.0,0,2,0
Alex Sandro,BRA,DF,Juventus,Serie A,32,1991,16,8,721,8.0,1,0,1,1,0,0,1,0,0.4,0.4,0.9,1.3,0.12,0.0,0.12,0.05,0.11,0.16,0.05,0.16,13,7,4,5,80.0,13,15,23,479,555,86.3,8623,3028,-0.9,5,45,7
Alex Sola,ESP,"DF,MF",Real Sociedad,La Liga,24,1999,2,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,0,1,2,12,16,75.0,196,75,0.0,0,1,0
Álex Suárez,ESP,DF,Las Palmas,La Liga,30,1993,32,30,2562,28.5,2,0,2,2,0,0,7,0,1.2,1.2,0.2,1.4,0.07,0.0,0.07,0.04,0.01,0.05,0.04,0.05,53,36,31,37,83.8,33,18,84,1396,1613,86.5,23196,9326,-0.2,6,102,8
Alexsandro Ribeiro,BRA,DF,Lille,Ligue 1,23,1999,29,24,2220,24.7,0,0,0,0,0,0,6,1,2.0,2.0,0.5,2.6,0.0,0.0,0.0,0.08,0.02,0.1,0.08,0.1,32,22,16,31,51.6,25,35,116,1615,1804,89.5,29871,10802,-0.5,5,83,5
Alfie Doughty,ENG,DF,Luton Town,Premier League,23,1999,37,34,2925,32.5,2,8,10,2,0,0,5,0,1.3,1.3,6.3,7.6,0.06,0.25,0.31,0.04,0.19,0.23,0.04,0.23,63,40,37,82,45.1,51,31,43,1121,1686,66.5,20956,8325,1.7,70,71,43
Alfie Gilchrist,ENG,DF,Chelsea,Premier League,19,2003,11,2,207,2.3,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,0.43,0.0,0.43,0.14,0.0,0.14,0.14,0.14,4,0,2,5,40.0,6,3,11,121,141,85.8,1893,468,0.0,0,5,1
Alfonso Espino,URU,DF,Rayo Vallecano,La Liga,31,1992,31,29,2507,27.9,0,1,1,0,0,0,9,0,1.0,1.0,2.8,3.8,0.0,0.04,0.04,0.04,0.1,0.14,0.04,0.14,67,45,30,82,36.6,26,40,63,1061,1423,74.6,17681,7831,-1.8,28,74,25
Alfonso Pedraza,ESP,DF,Villarreal,La Liga,27,1996,19,14,1116,12.4,1,3,4,1,0,0,4,1,0.6,0.6,3.6,4.2,0.08,0.24,0.32,0.05,0.29,0.34,0.05,0.34,25,9,9,17,52.9,16,13,19,459,598,76.8,7479,2335,-0.6,20,17,24
Alidu Seidu,GHA,DF,Clermont Foot,Ligue 1,23,2000,14,13,1131,12.6,0,1,1,0,0,0,5,1,0.1,0.1,0.7,0.7,0.0,0.08,0.08,0.01,0.05,0.06,0.01,0.06,32,24,24,31,77.4,15,25,37,623,756,82.4,11437,3446,0.3,5,43,0
Alidu Seidu,GHA,DF,Rennes,Ligue 1,23,2000,11,7,593,6.6,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,21,9,14,19,73.7,11,10,13,309,362,85.4,5076,1287,-0.1,3,17,4
Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,22,2000,29,24,2065,22.9,2,5,7,2,0,0,0,0,1.0,1.0,2.9,3.8,0.09,0.22,0.31,0.04,0.12,0.17,0.04,0.17,47,24,30,53,56.6,30,26,49,1440,1642,87.7,20701,5332,2.1,37,88,31
Álvaro Lemos,ESP,DF,Las Palmas,La Liga,30,1993,4,3,251,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,4,1,0,2,0.0,3,2,4,145,185,78.4,2198,488,0.0,0,12,2
Álvaro Odriozola,ESP,DF,Real Sociedad,La Liga,27,1995,9,6,393,4.4,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,9,7,5,5,100.0,2,8,7,212,244,86.9,3435,996,-0.2,2,10,3
Amari'i Bell,JAM,DF,Luton Town,Premier League,29,1994,21,21,1720,19.1,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.7,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04,50,33,22,35,62.9,33,25,60,645,835,77.2,10680,4470,-0.5,8,63,8
Ameen Al-Dakhil,BEL,DF,Burnley,Premier League,21,2002,13,12,1056,11.7,1,0,1,1,0,0,1,0,1.3,1.3,0.1,1.4,0.09,0.0,0.09,0.11,0.01,0.12,0.11,0.12,12,5,1,10,10.0,13,12,38,537,637,84.3,9642,2939,-0.1,2,13,2
Amir Rrahmani,KVX,DF,Napoli,Serie A,29,1994,30,30,2600,28.9,3,0,3,3,0,0,5,0,2.2,2.2,0.9,3.1,0.1,0.0,0.1,0.08,0.03,0.11,0.08,0.11,33,27,16,32,50.0,24,20,90,2028,2255,89.9,39408,13051,-0.9,14,153,3
Amos Pieper,GER,DF,Werder Bremen,Bundesliga,25,1998,7,7,590,6.6,0,0,0,0,0,0,0,0,0.5,0.5,0.8,1.2,0.0,0.0,0.0,0.07,0.12,0.19,0.07,0.19,14,11,7,13,53.8,12,9,36,229,312,73.4,4549,1880,-0.8,2,25,2
Andoni Gorosabel,ESP,DF,Alavés,La Liga,26,1996,36,33,2854,31.7,1,0,1,1,0,0,6,0,0.7,0.7,1.3,2.0,0.03,0.0,0.03,0.02,0.04,0.06,0.02,0.06,62,42,38,75,50.7,24,28,69,1059,1329,79.7,15562,6234,-1.3,15,57,32
Andrea Cambiaso,ITA,"DF,FW",Juventus,Serie A,23,2000,34,28,2372,26.4,2,3,5,2,0,0,10,0,2.2,2.2,3.9,6.0,0.08,0.11,0.19,0.08,0.15,0.23,0.08,0.23,47,30,25,43,58.1,28,11,26,1007,1207,83.4,16173,3526,-0.9,38,40,24
Andrea Carboni,ITA,DF,Monza,Serie A,22,2001,21,16,1487,16.5,1,0,1,1,0,0,1,0,1.2,1.2,0.5,1.7,0.06,0.0,0.06,0.07,0.03,0.1,0.07,0.1,38,22,20,31,64.5,23,17,56,833,976,85.3,14698,4909,-0.5,9,59,5
Andreas Christensen,DEN,"DF,MF",Barcelona,La Liga,27,1996,30,27,1979,22.0,2,2,4,2,0,0,4,0,1.0,1.0,1.1,2.2,0.09,0.09,0.18,0.05,0.05,0.1,0.05,0.1,23,14,16,28,57.1,23,21,41,1480,1569,94.3,25124,8496,0.9,7,116,1
Andreas Hanche-Olsen,NOR,DF,Mainz 05,Bundesliga,26,1997,15,12,992,11.0,1,0,1,1,0,0,5,0,0.7,0.7,0.0,0.7,0.09,0.0,0.09,0.06,0.0,0.06,0.06,0.06,20,12,10,16,62.5,10,11,41,342,439,77.9,6167,2299,0.0,1,10,0
Andrei Ratiu,ROU,"DF,MF",Rayo Vallecano,La Liga,25,1998,12,6,630,7.0,0,0,0,0,0,0,1,0,0.3,0.3,0.6,0.9,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13,12,4,8,15,53.3,4,0,12,245,313,78.3,3843,1243,-0.6,6,15,5
Andres Sfait,ROU,"DF,MF",Salernitana,Serie A,18,2004,2,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26,1,1,1,2,50.0,0,0,0,4,6,66.7,70,57,-0.1,1,1,1
Andrew Omobamidele,IRL,DF,Nott'ham Forest,Premier League,21,2002,11,8,783,8.7,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,10,3,5,8,62.5,12,13,42,271,310,87.4,5197,1449,-0.1,2,9,0
Andrew Robertson,SCO,DF,Liverpool,Premier League,29,1994,23,18,1693,18.8,3,2,5,3,0,0,2,0,1.9,1.9,5.4,7.3,0.16,0.11,0.27,0.1,0.29,0.39,0.1,0.39,35,24,26,43,60.5,20,13,40,1248,1547,80.7,21306,7231,-3.4,62,118,26
Andy Pelmard,FRA,DF,Clermont Foot,Ligue 1,23,2000,34,33,2989,33.2,0,0,0,0,0,0,1,0,0.3,0.3,0.6,1.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,51,38,32,40,80.0,37,33,99,1412,1666,84.8,23653,7665,-0.6,6,86,8
Anel Ahmedhodžić,BIH,DF,Sheffield Utd,Premier League,24,1999,31,29,2649,29.4,2,0,2,2,0,0,11,1,3.1,3.1,0.8,4.0,0.07,0.0,0.07,0.11,0.03,0.14,0.11,0.14,64,36,30,49,61.2,43,35,137,745,988,75.4,12681,5037,-0.8,7,41,3
Angeliño,ESP,DF,Roma,Serie A,26,1997,16,14,1141,12.7,0,1,1,0,0,0,2,0,0.2,0.2,1.6,1.7,0.0,0.08,0.08,0.01,0.12,0.14,0.01,0.14,21,11,11,19,57.9,11,12,37,546,715,76.4,9819,3457,-0.6,19,36,21
Angelo Ogbonna,ITA,DF,West Ham,Premier League,35,1988,11,7,635,7.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,11,5,6,7,85.7,13,3,29,171,214,79.9,3291,1109,0.0,0,6,0
Antal Yaakobishvili,HUN,DF,Girona,La Liga,19,2004,1,0,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.37,0.37,0.0,0.37,2,1,1,1,100.0,0,3,3,37,42,88.1,715,266,-0.3,1,1,0
Anthony Caci,FRA,DF,Mainz 05,Bundesliga,26,1997,31,29,2486,27.6,2,3,5,2,0,0,8,0,1.5,1.5,2.9,4.4,0.07,0.11,0.18,0.06,0.1,0.16,0.06,0.16,56,23,27,44,61.4,43,32,45,1118,1523,73.4,21669,9351,0.1,25,123,39
Anthony Jung,GER,DF,Werder Bremen,Bundesliga,31,1991,31,30,2579,28.7,1,0,1,1,0,0,4,1,0.6,0.6,0.3,1.0,0.03,0.0,0.03,0.02,0.01,0.03,0.02,0.03,37,23,18,33,54.5,39,24,102,1553,1795,86.5,28008,10414,-0.3,6,90,10
Anthony Oyono,GAB,DF,Frosinone,Serie A,22,2001,16,14,1198,13.3,0,1,1,0,0,0,4,0,0.1,0.1,0.9,1.0,0.0,0.08,0.08,0.01,0.07,0.08,0.01,0.08,37,26,23,34,67.6,17,9,32,518,621,83.4,7039,2371,0.1,10,29,5
Anthony Rouault,FRA,DF,Stuttgart,Bundesliga,22,2001,22,11,1010,11.2,0,2,2,0,0,0,3,0,0.1,0.1,0.8,0.9,0.0,0.18,0.18,0.01,0.07,0.08,0.01,0.08,21,12,13,21,61.9,14,8,28,824,931,88.5,13730,5543,1.2,8,64,5
Antoine Mendy,FRA,DF,Nice,Ligue 1,19,2004,10,4,418,4.6,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1,7,5,3,7,42.9,4,8,16,211,244,86.5,4086,1001,-0.4,2,15,2
Antonee Robinson,USA,DF,Fulham,Premier League,25,1997,37,37,3265,36.3,0,6,6,0,0,0,6,0,0.7,0.7,4.2,4.8,0.0,0.17,0.17,0.02,0.11,0.13,0.02,0.13,93,58,52,110,47.3,56,80,117,1514,2054,73.7,27304,9830,1.8,33,113,46
Antonin Cartillier,FRA,DF,Monaco,Ligue 1,19,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,1,0,0,1,3,33.3,10,7,0.0,0,0,0
Antonino Gallo,ITA,DF,Lecce,Serie A,23,2000,35,30,2490,27.7,0,3,3,0,0,0,2,0,0.5,0.5,4.5,5.0,0.0,0.11,0.11,0.02,0.16,0.18,0.02,0.18,43,27,31,49,63.3,34,25,67,995,1408,70.7,18535,7959,-1.5,47,85,44
Antonio Raillo,ESP,DF,Mallorca,La Liga,31,1991,26,25,2195,24.4,3,2,5,3,0,0,6,1,1.4,1.4,2.0,3.4,0.12,0.08,0.21,0.06,0.08,0.14,0.06,0.14,30,23,17,23,73.9,44,37,104,990,1159,85.4,19217,7350,0.0,8,61,2
Antonio Rüdiger,GER,DF,Real Madrid,La Liga,30,1993,33,30,2709,30.1,1,0,1,1,0,0,7,0,1.5,1.5,1.2,2.6,0.03,0.0,0.03,0.05,0.04,0.09,0.05,0.09,26,15,16,20,80.0,27,11,89,1630,1815,89.8,30058,11111,-1.2,5,90,11
Antonio Tikvić,CRO,DF,Udinese,Serie A,19,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,,0,0,0.0,0,0,0
Antonios Papadopoulos,GER,DF,Dortmund,Bundesliga,23,1999,2,1,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,6,7,85.7,3,2,7,59,74,79.7,1170,316,0.0,0,1,0
Ardian Ismajli,ALB,DF,Empoli,Serie A,26,1996,26,23,2045,22.7,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,26,16,18,23,78.3,28,23,126,864,1042,82.9,17451,6136,-0.1,4,46,5
Aridane Hernández,ESP,DF,Rayo Vallecano,La Liga,34,1989,19,19,1690,18.8,0,0,0,0,0,0,3,0,0.3,0.3,0.0,0.4,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,10,8,4,11,36.4,19,14,98,675,788,85.7,12932,4358,0.0,3,20,0
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,29,1994,15,7,812,9.0,0,1,1,0,0,0,2,0,0.3,0.3,0.6,0.9,0.0,0.11,0.11,0.03,0.07,0.1,0.03,0.1,11,7,6,14,42.9,12,7,26,402,468,85.9,7493,2576,0.4,7,22,0
Armando Izzo,ITA,DF,Monza,Serie A,31,1992,23,20,1650,18.3,0,0,0,0,0,0,9,0,0.7,0.7,0.5,1.1,0.0,0.0,0.0,0.04,0.03,0.06,0.04,0.06,27,17,16,27,59.3,20,27,49,1122,1235,90.9,21780,6523,-0.5,7,55,4
Arnau Martinez,ESP,DF,Girona,La Liga,20,2003,21,14,1241,13.8,0,2,2,0,0,0,5,0,0.2,0.2,1.4,1.6,0.0,0.15,0.15,0.01,0.1,0.12,0.01,0.12,25,16,15,32,46.9,15,10,41,751,834,90.0,11819,3256,0.6,11,62,9
Arouna Sangante,SEN,DF,Le Havre,Ligue 1,21,2002,30,30,2687,29.9,0,0,0,0,0,0,8,0,0.9,0.9,1.2,2.1,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,53,33,24,40,60.0,35,66,93,1233,1521,81.1,24085,9176,-1.2,17,93,9
Arthur,BRA,DF,Leverkusen,Bundesliga,20,2003,4,2,184,2.0,0,2,2,0,0,0,0,0,0.1,0.1,0.3,0.4,0.0,0.98,0.98,0.04,0.15,0.19,0.04,0.19,4,3,2,2,100.0,1,0,7,88,109,80.7,1360,367,1.7,5,2,6
Arthur Theate,BEL,DF,Rennes,Ligue 1,23,2000,28,27,2296,25.5,2,0,2,2,0,0,4,0,1.9,1.9,0.8,2.7,0.08,0.0,0.08,0.07,0.03,0.11,0.07,0.11,30,17,24,37,64.9,40,31,90,1444,1640,88.0,28379,10833,-0.8,6,129,7
Ashley Young,ENG,"DF,MF",Everton,Premier League,38,1985,31,27,2280,25.3,0,0,0,0,0,0,7,1,0.6,0.6,1.5,2.1,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,53,38,30,54,55.6,24,22,50,723,1052,68.7,12752,5653,-1.5,21,62,22
Attila Szalai,HUN,DF,Hoffenheim,Bundesliga,25,1998,4,4,288,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.16,3,1,1,4,25.0,6,1,7,131,178,73.6,2249,1119,-0.5,2,10,2
Attila Szalai,HUN,DF,Freiburg,Bundesliga,25,1998,3,0,103,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,1,1,1,2,50.0,5,1,11,58,72,80.6,1064,580,-0.1,1,2,1
Aurélien Pelon,FRA,DF,Lorient,Ligue 1,19,2004,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2,0.0,2,0,7,26,33,78.8,555,191,0.0,0,0,0
Aurélio Buta,POR,"DF,MF",Eint Frankfurt,Bundesliga,26,1997,30,20,1744,19.4,1,1,2,1,0,0,5,0,0.5,0.5,0.7,1.2,0.05,0.05,0.1,0.02,0.04,0.06,0.02,0.06,40,25,21,38,55.3,24,15,36,875,1112,78.7,12888,4356,0.3,9,71,26
Auston Trusty,USA,DF,Sheffield Utd,Premier League,24,1998,32,28,2572,28.6,0,0,0,0,0,0,4,0,0.4,0.4,1.1,1.5,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,47,30,21,43,48.8,41,35,153,701,920,76.2,12342,4628,-1.1,8,24,4
Axel Disasi,FRA,DF,Chelsea,Premier League,25,1998,31,29,2579,28.7,2,0,2,2,0,0,6,0,2.4,2.4,0.3,2.7,0.07,0.0,0.07,0.08,0.01,0.09,0.08,0.09,33,19,23,30,76.7,26,18,102,2031,2256,90.0,34081,11464,-0.3,3,115,8
Axel Gueguin,FRA,"DF,FW",Montpellier,Ligue 1,18,2005,3,1,132,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,9,5,2,6,33.3,2,2,6,28,43,65.1,389,200,-0.1,1,1,1
Axel Guessand,FRA,DF,Udinese,Serie A,18,2004,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,1,1,1,1,100.0,1,0,0,21,27,77.8,471,141,0.0,0,3,0
Axel Witsel,BEL,DF,Atlético Madrid,La Liga,34,1989,35,30,2783,30.9,2,0,2,2,0,0,5,0,1.0,1.0,0.3,1.3,0.06,0.0,0.06,0.03,0.01,0.04,0.03,0.04,35,21,17,24,70.8,40,16,119,1687,1835,91.9,29499,11338,-0.3,3,72,0
Aymeric Laporte,ESP,DF,Manchester City,Premier League,29,1994,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,0,0,0,0,,1,0,1,11,11,100.0,202,48,0.0,0,0,0
Bafodé Diakité,FRA,DF,Lille,Ligue 1,22,2001,21,19,1696,18.8,5,2,7,5,0,0,4,0,2.0,2.0,1.4,3.5,0.27,0.11,0.37,0.11,0.08,0.19,0.11,0.19,29,20,24,32,75.0,16,21,49,1206,1311,92.0,20793,7113,0.6,13,91,1
Bamo Meïté,CIV,DF,Marseille,Ligue 1,21,2001,16,6,638,7.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,16,10,8,12,66.7,11,11,35,462,507,91.1,7455,2273,0.0,1,26,1
Bamo Meïté,CIV,DF,Lorient,Ligue 1,21,2001,2,2,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,1,0.0,3,3,9,48,56,85.7,761,413,0.0,0,2,1
Bartosz Bereszyński,POL,DF,Empoli,Serie A,31,1992,24,22,1762,19.6,0,1,1,0,0,0,3,0,0.1,0.1,0.3,0.4,0.0,0.05,0.05,0.0,0.02,0.02,0.0,0.02,41,25,24,40,60.0,22,21,52,673,867,77.6,11383,5041,0.7,8,60,7
Bastien Meupiyou,FRA,DF,Nantes,Ligue 1,17,2006,1,1,8,0.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,1,5,5,100.0,100,3,0.0,0,0,0
Becir Omeragic,SUI,"DF,MF",Montpellier,Ligue 1,21,2002,28,26,2312,25.7,0,0,0,0,0,0,4,0,0.5,0.5,0.7,1.2,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,48,29,20,33,60.6,51,27,65,904,1060,85.3,17025,5657,-0.7,10,63,2
Ben Chilwell,ENG,DF,Chelsea,Premier League,26,1996,13,9,756,8.4,0,1,1,0,0,0,5,0,1.2,1.2,2.2,3.4,0.0,0.12,0.12,0.14,0.26,0.41,0.14,0.41,15,10,5,8,62.5,11,4,19,373,495,75.4,5230,1552,-1.2,14,29,2
Ben Davies,WAL,DF,Tottenham,Premier League,30,1993,17,12,1090,12.1,1,0,1,1,0,0,2,0,2.3,2.3,0.4,2.7,0.08,0.0,0.08,0.19,0.03,0.23,0.19,0.23,24,17,16,21,76.2,17,10,35,766,850,90.1,13839,5258,-0.4,4,80,4
Ben Godfrey,ENG,DF,Everton,Premier League,25,1998,15,13,1120,12.4,0,0,0,0,0,0,2,0,1.7,1.7,0.3,2.0,0.0,0.0,0.0,0.14,0.02,0.16,0.14,0.16,30,20,15,28,53.6,14,16,57,336,484,69.4,5725,2373,-0.3,3,32,6
Ben Johnson,ENG,"DF,FW",West Ham,Premier League,23,2000,14,4,544,6.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,11,7,9,14,64.3,2,5,14,246,334,73.7,3816,1465,0.0,0,18,1
Ben Mee,ENG,DF,Brentford,Premier League,33,1989,16,15,1272,14.1,2,0,2,2,0,0,1,1,1.5,1.5,0.3,1.8,0.14,0.0,0.14,0.1,0.02,0.13,0.1,0.13,26,15,17,22,77.3,21,13,63,511,667,76.6,9030,3658,-0.3,6,45,4
Ben Osborn,ENG,"DF,MF",Sheffield Utd,Premier League,28,1994,24,14,1367,15.2,0,2,2,0,0,0,3,0,0.2,0.2,0.9,1.1,0.0,0.13,0.13,0.01,0.06,0.07,0.01,0.07,22,9,8,17,47.1,18,8,30,448,608,73.7,7007,2650,1.1,13,34,11
Ben White,ENG,DF,Arsenal,Premier League,25,1997,37,35,2988,33.2,4,4,8,4,0,0,8,0,1.2,1.2,3.8,5.0,0.12,0.12,0.24,0.03,0.11,0.15,0.03,0.15,48,28,26,58,44.8,48,32,77,1828,2177,84.0,28002,9801,0.2,38,172,45
Benedikt Gimber,GER,DF,Heidenheim,Bundesliga,26,1997,24,24,2021,22.5,1,1,2,1,0,0,9,0,1.4,1.4,1.1,2.5,0.04,0.04,0.09,0.06,0.05,0.11,0.06,0.11,40,24,19,35,54.3,27,16,101,681,846,80.5,14351,4173,-0.1,3,14,0
Benjamin Henrichs,GER,DF,RB Leipzig,Bundesliga,26,1997,33,28,2526,28.1,1,5,6,1,0,0,5,0,2.5,2.5,4.4,6.9,0.04,0.18,0.21,0.09,0.16,0.25,0.09,0.25,68,39,27,58,46.6,49,33,37,1314,1670,78.7,21612,8038,0.6,40,78,46
Benjamin Mendy,FRA,DF,Lorient,Ligue 1,29,1994,15,7,711,7.9,2,1,3,2,0,0,3,0,1.1,1.1,1.9,3.0,0.25,0.13,0.38,0.14,0.24,0.38,0.14,0.38,3,1,1,5,20.0,8,7,20,318,468,67.9,5341,2047,-0.9,16,26,18
Benjamin Pavard,FRA,DF,Inter,Serie A,27,1996,23,21,1672,18.6,0,2,2,0,0,0,6,0,0.7,0.7,1.4,2.1,0.0,0.11,0.11,0.04,0.07,0.11,0.04,0.11,34,21,20,24,83.3,25,32,44,1180,1308,90.2,20701,6708,0.6,10,85,12
Benno Schmitz,GER,DF,Köln,Bundesliga,28,1994,22,13,1155,12.8,0,1,1,0,0,0,5,0,0.2,0.2,0.3,0.5,0.0,0.08,0.08,0.02,0.02,0.04,0.02,0.04,27,15,17,34,50.0,19,7,29,502,709,70.8,7950,3765,0.7,5,41,16
Benoît Badiashile,FRA,DF,Chelsea,Premier League,22,2001,18,15,1338,14.9,0,1,1,0,0,0,3,0,0.3,0.3,1.5,1.8,0.0,0.07,0.07,0.02,0.1,0.12,0.02,0.12,21,15,9,14,64.3,21,18,66,1065,1173,90.8,18737,7087,-0.5,6,48,4
Berat Djimsiti,ALB,DF,Atalanta,Serie A,30,1993,37,32,2832,31.5,0,1,1,0,0,0,5,0,0.8,0.8,0.7,1.5,0.0,0.03,0.03,0.03,0.02,0.05,0.03,0.05,42,24,19,31,61.3,53,57,100,1454,1661,87.5,27563,8404,0.3,7,40,5
Bernardo,BRA,DF,Bochum,Bundesliga,28,1995,33,33,2924,32.5,1,0,1,1,0,0,9,0,1.9,1.9,0.5,2.4,0.03,0.0,0.03,0.06,0.01,0.07,0.06,0.07,99,58,45,69,65.2,66,55,120,1167,1622,71.9,20655,8434,-0.5,13,122,14
Bernardo Espinosa,COL,DF,Girona,La Liga,34,1989,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,100.0,0,0,2,7,8,87.5,141,46,0.0,0,0,0
