Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Glsp90,Astp90,G+Ap90,xGp90,xAGp90,xG+xAGp90,npxGp90,npxG+xAGp90,Sh,SoT,SoT%,Sh/90,SoT/90,ShDist,npxG/Sh,G-xG,Cmp,Att,Cmp%,PTotDist,PPrgDist,A-xAG,KP,1/3,PPA,PrgC,PrgR,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,TOAtt,TOSucc,TOSucc%,Tkld,Tkld%,Carries,CTotDist,CPrgDist,C1/3,CPA,Rec
Benito Ramírez,ESP,"FW,MF",Las Palmas,La Liga,28,1995,20,2,384,4.3,1,1,2,1,0,0,0,0,0.4,0.4,0.5,0.9,0.23,0.23,0.47,0.09,0.13,0.22,0.09,0.22,10,3,30.0,2.34,0.7,22.5,0.04,0.6,136,196,69.4,1861,488,0.5,2,8,5,13,46,245,6,32,106,112,10,11,2,18.2,9,81.8,150,963,471,8,5,168
Benjamin Šeško,SVN,FW,RB Leipzig,Bundesliga,20,2003,31,17,1526,17.0,14,2,16,14,0,0,0,0,7.7,7.7,1.1,8.8,0.83,0.12,0.94,0.45,0.07,0.52,0.45,0.52,47,25,53.2,2.77,1.47,13.0,0.16,6.3,215,330,65.2,2541,538,0.9,12,8,7,21,98,528,31,67,215,253,87,35,17,48.6,16,45.7,273,1321,581,13,15,381
Benjamin Tetteh,GHA,"FW,MF",Metz,Ligue 1,26,1997,12,1,278,3.1,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.3,0.0,0.0,0.0,0.08,0.03,0.11,0.08,0.11,3,1,33.3,0.97,0.32,17.6,0.09,-0.3,49,77,63.6,633,148,-0.1,2,7,0,3,13,112,1,11,68,34,7,9,4,44.4,5,55.6,75,466,118,4,1,79
Bennit Bröger,GER,FW,Wolfsburg,Bundesliga,17,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,0.0,2,4,50.0,13,0,0.0,0,0,0,0,0,8,0,1,5,2,0,2,0,0.0,1,50.0,6,19,8,0,0,7
Bertuğ Yıldırım,TUR,FW,Rennes,Ligue 1,21,2002,21,2,469,5.2,0,1,1,0,0,0,3,0,1.4,1.4,0.7,2.1,0.0,0.19,0.19,0.27,0.13,0.4,0.27,0.4,10,4,40.0,1.92,0.77,11.9,0.14,-1.4,73,106,68.9,1066,194,0.3,4,7,1,9,29,155,4,16,82,62,21,9,6,66.7,1,11.1,109,716,266,7,2,112
Beto,GNB,FW,Udinese,Serie A,25,1998,1,1,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.32,0,0,,0.0,0.0,,,0.0,10,11,90.9,128,26,-0.3,6,1,0,0,5,17,0,0,7,10,1,3,2,66.7,1,33.3,15,51,18,0,0,14
Beto,GNB,FW,Everton,Premier League,25,1998,30,9,951,10.6,3,0,3,3,0,1,2,0,6.8,6.0,0.9,6.9,0.28,0.0,0.28,0.64,0.09,0.73,0.57,0.66,42,12,28.6,3.97,1.14,14.7,0.14,-3.8,108,180,60.0,1451,323,-0.9,11,7,6,14,58,373,16,30,141,206,64,35,15,42.9,17,48.6,183,1021,384,9,13,250
Bilal Boutobba,FRA,"FW,MF",Clermont Foot,Ligue 1,24,1998,27,10,926,10.3,1,1,2,1,0,0,1,0,2.0,2.0,1.7,3.7,0.1,0.1,0.19,0.2,0.17,0.36,0.2,0.36,25,9,36.0,2.43,0.87,17.5,0.08,-1.0,273,395,69.1,4089,1266,-0.7,12,26,17,38,86,536,7,64,256,226,38,46,16,34.8,25,54.3,411,2689,1191,29,11,381
Bilal Brahimi,ALG,"FW,MF",Brest,Ligue 1,23,2000,18,1,221,2.5,0,0,0,0,0,0,1,1,0.1,0.1,0.3,0.4,0.0,0.0,0.0,0.04,0.1,0.15,0.04,0.15,4,2,50.0,1.63,0.81,24.4,0.03,-0.1,72,122,59.0,1213,394,-0.3,6,4,4,15,39,158,1,16,45,100,13,16,9,56.3,6,37.5,121,1097,441,10,5,116
Bilal Brahimi,ALG,FW,Nice,Ligue 1,23,2000,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.58,0.58,0.0,0.58,0,0,,0.0,0.0,,,0.0,10,13,76.9,120,50,-0.1,1,0,0,1,6,15,0,0,4,11,1,1,0,0.0,1,100.0,10,56,23,0,1,9
Bobby Reid,JAM,FW,Fulham,Premier League,30,1993,33,17,1423,15.8,6,2,8,6,0,0,4,0,4.6,4.6,1.8,6.4,0.38,0.13,0.51,0.28,0.11,0.4,0.28,0.4,33,8,24.2,2.09,0.51,15.7,0.14,1.4,364,487,74.7,5129,1431,0.2,17,25,17,35,95,671,23,98,301,277,55,25,8,32.0,12,48.0,389,1875,900,18,11,475
Borja Iglesias,ESP,FW,Betis,La Liga,30,1993,11,4,408,4.5,0,1,1,0,0,0,2,0,0.6,0.6,0.9,1.5,0.0,0.22,0.22,0.13,0.21,0.34,0.13,0.34,10,0,0.0,2.21,0.0,16.3,0.06,-0.6,83,101,82.2,1129,179,0.1,11,2,6,5,32,141,2,2,60,82,22,2,1,50.0,1,50.0,77,373,140,5,2,113
Borja Iglesias,ESP,FW,Leverkusen,Bundesliga,30,1993,7,2,256,2.8,0,0,0,0,0,0,0,0,1.4,1.4,0.3,1.6,0.0,0.0,0.0,0.48,0.1,0.58,0.48,0.58,8,3,37.5,2.81,1.05,15.2,0.17,-1.4,58,75,77.3,752,113,-0.3,3,3,3,3,19,96,1,2,28,66,19,1,0,0.0,1,100.0,62,314,74,2,3,82
Borja Mayoral,ESP,FW,Getafe,La Liga,26,1997,27,25,2153,23.9,15,1,16,11,4,4,2,0,11.9,8.7,1.4,10.1,0.63,0.04,0.67,0.5,0.06,0.55,0.36,0.42,43,23,53.5,1.8,0.96,15.8,0.2,3.1,422,558,75.6,6846,1339,-0.4,20,48,7,27,100,775,16,51,377,352,71,43,18,41.9,22,51.2,481,2206,912,29,11,588
Borja Vázquez,ESP,FW,Cádiz,La Liga,18,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.7,1.7,0.0,1.7,0,0,,0.0,0.0,,,0.0,1,2,50.0,19,15,-0.1,1,0,1,0,1,5,0,2,1,2,0,0,0,,0,,3,13,5,0,0,3
Borna Sosa,CRO,"FW,DF",Stuttgart,Bundesliga,25,1998,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.06,0.57,0.63,0.06,0.63,1,0,0.0,1.96,0.0,24.2,0.03,0.0,27,43,62.8,481,122,-0.3,3,2,0,5,10,48,0,4,18,26,2,0,0,,0,,31,180,100,1,1,35
Boulaye Dia,SEN,"FW,MF",Salernitana,Serie A,26,1996,17,12,1143,12.7,4,0,4,3,1,1,1,0,3.9,3.1,0.5,3.6,0.31,0.0,0.31,0.31,0.04,0.35,0.24,0.28,28,9,32.1,2.2,0.71,16.0,0.11,0.1,204,244,83.6,3303,641,-0.5,10,22,5,18,57,382,14,44,185,162,35,43,14,32.6,27,62.8,276,1722,648,17,6,296
Bradley Barcola,FRA,"FW,MF",Paris S-G,Ligue 1,20,2002,25,18,1370,15.2,4,7,11,4,0,0,3,1,4.5,4.5,5.2,9.8,0.26,0.46,0.72,0.3,0.34,0.64,0.3,0.64,31,11,35.5,2.04,0.72,13.8,0.15,-0.5,436,562,77.6,6173,1516,1.8,29,26,19,93,216,802,16,97,251,475,103,94,46,48.9,43,45.7,639,4527,2538,50,50,613
Bradley Barcola,FRA,FW,Lyon,Ligue 1,20,2002,3,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,2,0,0.0,0.67,0.0,18.1,0.04,-0.1,70,90,77.8,946,275,-0.3,4,5,3,11,31,129,1,10,56,64,19,18,8,44.4,10,55.6,103,688,303,6,8,99
Brahim Díaz,MAR,"FW,MF",Real Madrid,La Liga,23,1999,31,18,1545,17.2,8,6,14,8,0,0,0,0,5.7,5.7,4.4,10.1,0.47,0.35,0.82,0.33,0.26,0.59,0.33,0.59,38,17,44.7,2.21,0.99,16.0,0.15,2.3,624,740,84.3,7892,1835,1.6,30,42,34,76,166,971,8,51,400,540,93,109,55,50.5,49,45.0,694,4465,2408,61,32,801
Brandon Aguilera,CRC,FW,Nott'ham Forest,Premier League,20,2003,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,0.0,4,8,50.0,48,23,0.0,0,1,0,0,1,11,1,3,4,4,0,0,0,,0,,4,16,12,1,0,6
Breel Embolo,SUI,FW,Monaco,Ligue 1,26,1997,5,2,182,2.0,1,0,1,1,0,0,0,0,0.7,0.7,0.1,0.8,0.49,0.0,0.49,0.35,0.06,0.41,0.35,0.41,6,3,50.0,2.97,1.48,15.9,0.12,0.3,37,46,80.4,591,152,-0.1,3,4,2,8,20,79,3,8,31,40,18,7,4,57.1,3,42.9,67,415,150,5,6,67
Brennan Johnson,WAL,"FW,MF",Nott'ham Forest,Premier League,22,2001,3,3,237,2.6,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,0.0,0.0,0.0,0.12,0.08,0.21,0.12,0.21,3,0,0.0,1.14,0.0,19.7,0.11,-0.3,47,61,77.0,671,143,-0.2,1,2,0,8,14,85,2,15,38,34,9,7,2,28.6,3,42.9,50,372,205,4,3,52
Brennan Johnson,WAL,FW,Tottenham,Premier League,22,2001,32,23,2085,23.2,5,10,15,5,0,0,3,0,10.3,10.3,8.1,18.3,0.22,0.43,0.65,0.44,0.35,0.79,0.44,0.79,50,19,38.0,2.16,0.82,12.9,0.21,-5.3,519,728,71.3,7315,1778,1.9,45,32,39,97,293,977,14,94,316,578,154,71,25,35.2,39,54.9,637,3904,2060,35,48,748
Bryan Gil,ESP,"FW,MF",Tottenham,Premier League,22,2001,11,2,209,2.3,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1.0,0.0,0.0,0.0,0.32,0.09,0.41,0.32,0.41,4,1,25.0,1.72,0.43,13.9,0.19,-0.8,127,157,80.9,1809,344,-0.2,4,6,8,11,49,191,3,25,66,101,18,11,8,72.7,3,27.3,137,746,340,6,5,155
Bryan Mbeumo,CMR,FW,Brentford,Premier League,23,1999,25,22,1960,21.8,9,6,15,6,3,3,2,0,9.8,7.4,4.6,12.1,0.41,0.28,0.69,0.45,0.21,0.66,0.34,0.55,50,16,32.0,2.3,0.73,17.1,0.15,-0.8,511,765,66.8,7853,2424,1.4,32,32,36,74,195,1045,26,108,350,599,111,78,26,33.3,42,53.8,667,4326,2115,52,38,727
Bryan Zaragoza,ESP,"FW,MF",Bayern Munich,Bundesliga,22,2001,7,1,183,2.0,0,0,0,0,0,0,1,0,0.5,0.5,0.2,0.7,0.0,0.0,0.0,0.23,0.11,0.34,0.23,0.34,7,4,57.1,3.44,1.97,15.4,0.07,-0.5,60,82,73.2,995,250,-0.2,4,3,6,14,28,117,0,8,46,65,15,16,8,50.0,8,50.0,78,676,469,11,6,96
Bukayo Saka,ENG,FW,Arsenal,Premier League,21,2001,35,35,2919,32.4,16,9,25,10,6,6,4,0,15.5,10.8,10.5,21.2,0.49,0.28,0.77,0.48,0.32,0.8,0.33,0.65,102,31,30.4,3.14,0.96,16.3,0.11,0.5,1143,1512,75.6,16891,4402,-1.5,91,39,73,155,508,1952,37,182,474,1310,271,122,49,40.2,54,44.3,1223,7180,3728,68,72,1393
Caleb Ekuban,GHA,FW,Genoa,Serie A,29,1994,29,10,1131,12.6,4,1,5,4,0,0,0,0,2.9,2.9,1.4,4.2,0.32,0.08,0.4,0.23,0.11,0.34,0.23,0.34,27,12,44.4,2.15,0.95,14.7,0.11,1.1,138,211,65.4,1854,476,-0.4,16,8,6,14,93,385,10,32,150,208,52,22,10,45.5,11,50.0,246,1057,373,8,9,297
Callum Hudson-Odoi,ENG,"FW,MF",Nott'ham Forest,Premier League,22,2000,29,20,1854,20.6,8,1,9,8,0,0,0,0,2.7,2.7,2.8,5.5,0.39,0.05,0.44,0.13,0.14,0.27,0.13,0.27,38,20,52.6,1.84,0.97,18.3,0.07,5.3,574,736,78.0,9036,1826,-1.8,36,20,32,111,171,930,19,129,297,523,77,80,43,53.8,27,33.8,646,5044,3054,57,39,701
Callum Wilson,ENG,FW,Newcastle Utd,Premier League,31,1992,20,9,991,11.0,9,1,10,7,2,2,3,0,8.8,7.2,0.6,7.8,0.82,0.09,0.91,0.8,0.05,0.85,0.65,0.71,33,18,54.5,3.0,1.63,11.8,0.22,0.2,105,163,64.4,1266,184,0.4,8,3,2,11,77,304,6,11,132,168,77,32,14,43.8,15,46.9,212,1020,322,8,13,254
Cameron Archer,ENG,"FW,MF",Sheffield Utd,Premier League,22,2001,29,21,1832,20.4,4,1,5,4,0,0,1,0,5.5,5.5,2.8,8.3,0.2,0.05,0.25,0.27,0.14,0.41,0.27,0.41,42,9,21.4,2.06,0.44,16.7,0.14,-1.5,266,332,80.1,3245,471,-1.8,23,11,7,33,113,563,13,63,205,307,69,61,30,49.2,29,47.5,345,2186,984,29,22,386
Carlos Fernández,ESP,FW,Real Sociedad,La Liga,27,1996,10,5,408,4.5,2,1,3,1,1,1,3,0,1.5,0.7,0.5,1.3,0.44,0.22,0.66,0.33,0.12,0.45,0.16,0.28,8,3,37.5,1.76,0.66,15.1,0.09,0.5,44,83,53.0,589,86,0.5,1,4,1,5,13,142,6,16,79,49,14,10,3,30.0,7,70.0,64,315,100,3,0,85
Carlos Vicente,ESP,FW,Alavés,La Liga,24,1999,18,12,1114,12.4,2,4,6,2,0,0,1,0,2.3,2.3,3.7,6.0,0.16,0.32,0.48,0.19,0.3,0.49,0.19,0.49,15,8,53.3,1.21,0.65,15.2,0.16,-0.3,201,357,56.3,3443,1278,0.3,33,11,18,23,82,499,7,63,172,268,41,39,15,38.5,23,59.0,221,1250,541,8,10,298
Carlos Vinícius,BRA,FW,Fulham,Premier League,28,1995,13,2,315,3.5,2,0,2,2,0,0,2,0,1.6,1.6,0.8,2.4,0.57,0.0,0.57,0.46,0.23,0.69,0.46,0.69,9,5,55.6,2.57,1.43,10.9,0.18,0.4,46,62,74.2,587,115,-0.8,5,1,0,3,13,102,1,11,49,45,15,8,2,25.0,6,75.0,66,322,91,4,2,80
Carlton Morris,ENG,"FW,MF",Luton Town,Premier League,27,1995,38,32,2862,31.8,11,4,15,6,5,5,4,0,11.4,7.5,2.8,10.2,0.35,0.13,0.47,0.36,0.09,0.45,0.23,0.32,66,26,39.4,2.08,0.82,13.5,0.11,-0.4,484,751,64.4,6404,1199,1.2,22,27,11,37,120,1071,63,123,501,457,136,55,31,56.4,20,36.4,548,2855,1152,32,18,799
Cauley Woodrow,ENG,"FW,MF",Luton Town,Premier League,28,1994,24,2,427,4.7,1,1,2,1,0,0,2,0,1.4,1.4,1.2,2.6,0.21,0.21,0.42,0.3,0.25,0.55,0.3,0.55,16,4,25.0,3.37,0.84,18.7,0.09,-0.4,110,152,72.4,1530,250,-0.2,9,5,4,7,22,223,18,42,85,99,21,3,2,66.7,1,33.3,117,527,204,7,1,156
Cédric Bakambu,COD,FW,Betis,La Liga,32,1991,4,2,194,2.2,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.7,0.0,0.0,0.0,0.2,0.13,0.33,0.2,0.33,4,1,25.0,1.86,0.46,15.8,0.11,-0.4,26,39,66.7,277,58,-0.3,3,1,0,5,12,66,0,3,35,28,11,3,1,33.3,2,66.7,35,210,110,2,3,50
Cesare Casadei,ITA,"FW,MF",Chelsea,Premier League,20,2003,11,0,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,0,0,,0.0,0.0,,,0.0,53,65,81.5,792,155,-0.1,2,2,0,1,3,81,6,17,49,15,1,2,2,100.0,0,0.0,36,234,59,0,0,62
Chaka Traorè,CIV,FW,Milan,Serie A,18,2004,2,0,20,0.2,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,4.5,0.0,4.5,0.35,0.0,0.35,0.35,0.35,1,1,100.0,4.5,4.5,17.3,0.08,0.9,9,11,81.8,121,19,0.0,0,0,0,2,2,16,0,4,6,6,1,0,0,,0,,9,57,44,1,1,10
Charles De Ketelaere,BEL,"FW,MF",Atalanta,Serie A,22,2001,35,25,2026,22.5,10,8,18,9,1,1,1,0,7.1,6.3,6.1,12.4,0.44,0.36,0.8,0.31,0.27,0.59,0.28,0.55,44,24,54.5,1.95,1.07,14.2,0.14,2.9,565,782,72.3,8690,2346,1.9,49,44,42,88,219,1098,10,60,442,612,133,88,40,45.5,35,39.8,669,4241,2121,51,41,835
Cheikh Tidiane Sabaly,SEN,"FW,MF",Metz,Ligue 1,24,1999,29,17,1379,15.3,3,1,4,3,0,0,4,0,2.7,2.7,1.2,3.8,0.2,0.07,0.26,0.17,0.08,0.25,0.17,0.25,21,9,42.9,1.37,0.59,17.6,0.13,0.3,290,370,78.4,4575,1070,-0.2,9,23,4,37,75,571,23,117,258,215,45,69,31,44.9,36,52.2,411,3102,1300,32,14,357
Chris Bedia,CIV,"FW,MF",Union Berlin,Bundesliga,27,1996,7,0,145,1.6,1,0,1,1,0,0,0,0,0.2,0.2,0.2,0.4,0.62,0.0,0.62,0.13,0.11,0.24,0.13,0.24,3,1,33.3,1.86,0.62,16.9,0.07,0.8,14,20,70.0,140,19,-0.2,3,0,0,1,6,40,2,2,17,23,8,2,2,100.0,0,0.0,23,80,31,1,1,30
Chris Führich,GER,"FW,MF",Stuttgart,Bundesliga,25,1998,34,33,2567,28.5,8,7,15,8,0,1,2,0,6.6,5.8,8.0,13.8,0.28,0.25,0.53,0.23,0.28,0.51,0.2,0.49,53,24,45.3,1.86,0.84,17.7,0.11,1.4,1112,1370,81.2,15384,4203,-1.0,53,59,61,153,259,1667,8,117,628,948,124,153,73,47.7,68,44.4,1070,8503,4459,106,56,1267
Chris Ramos,ESP,"FW,MF",Cádiz,La Liga,26,1997,37,30,2612,29.0,5,1,6,5,0,0,5,0,10.1,10.1,1.7,11.7,0.17,0.03,0.21,0.35,0.06,0.4,0.35,0.4,76,27,35.5,2.62,0.93,12.0,0.13,-5.1,274,486,56.4,3305,630,-0.7,14,13,9,31,102,896,51,100,323,479,136,69,18,26.1,44,63.8,431,1951,701,24,21,645
Chris Wood,NZL,FW,Nott'ham Forest,Premier League,31,1991,31,20,1812,20.1,14,1,15,14,0,0,0,0,11.9,11.9,2.1,14.0,0.7,0.05,0.75,0.59,0.1,0.7,0.59,0.7,48,26,54.2,2.38,1.29,10.2,0.25,2.1,278,433,64.2,3415,784,-1.1,22,19,3,16,76,628,34,80,311,237,92,17,6,35.3,9,52.9,295,949,477,10,7,467
Christ Mbondi,FRA,FW,Reims,Ligue 1,18,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,0.0,1,1,100.0,10,0,0.0,0,0,0,0,1,3,0,1,1,1,0,0,0,,0,,2,9,2,0,0,2
Christian Kouamé,CIV,FW,Fiorentina,Serie A,25,1997,23,11,1089,12.1,2,1,3,2,0,0,0,0,1.9,1.9,1.8,3.7,0.17,0.08,0.25,0.16,0.15,0.31,0.16,0.31,24,7,29.2,1.98,0.58,17.0,0.08,0.1,325,448,72.5,4901,1038,-0.8,12,15,18,12,110,616,12,57,244,322,50,29,9,31.0,18,62.1,361,1469,455,12,5,471
Christian Pulisic,USA,"FW,MF",Milan,Serie A,24,1998,36,32,2602,28.9,12,8,20,12,0,0,2,0,8.0,8.0,4.8,12.8,0.42,0.28,0.69,0.28,0.16,0.44,0.28,0.44,65,31,47.7,2.25,1.07,15.7,0.12,4.0,832,1074,77.5,11830,2542,3.2,44,42,43,131,293,1389,15,113,588,709,128,122,47,38.5,54,44.3,995,7489,3876,62,46,1112
Christopher Antwi-Adjei,GHA,"FW,MF",Bochum,Bundesliga,29,1994,25,11,1216,13.5,2,2,4,2,0,0,5,0,2.2,2.2,3.5,5.7,0.15,0.15,0.3,0.16,0.26,0.42,0.16,0.42,29,9,31.0,2.15,0.67,18.2,0.08,-0.2,274,454,60.4,4315,1592,-1.5,24,11,15,50,138,614,10,74,170,378,51,35,7,20.0,24,68.6,318,2169,1071,22,17,380
Christopher Nkunku,FRA,"FW,MF",Chelsea,Premier League,25,1997,11,2,443,4.9,3,0,3,3,0,0,0,0,2.3,2.3,0.2,2.5,0.61,0.0,0.61,0.47,0.05,0.52,0.47,0.52,16,7,43.8,3.25,1.42,11.4,0.14,0.7,159,183,86.9,2048,567,-0.2,3,14,7,10,35,244,5,25,95,128,27,8,2,25.0,5,62.5,144,606,298,6,2,202
Christos Papadopoulos,GRE,FW,Genoa,Serie A,18,2004,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,0.0,0,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0,0,0
Chukwubuikem Ikwuemesi,NGA,FW,Salernitana,Serie A,21,2001,25,11,1061,11.8,1,1,2,1,0,0,2,0,2.4,2.4,0.7,3.1,0.08,0.08,0.17,0.21,0.06,0.26,0.21,0.26,22,8,36.4,1.87,0.68,16.1,0.11,-1.4,110,167,65.9,1382,234,0.3,8,5,2,11,70,311,10,19,159,137,48,31,15,48.4,15,48.4,202,928,325,11,6,248
Ciro Immobile,ITA,FW,Lazio,Serie A,33,1990,31,21,1652,18.4,7,1,8,3,4,4,8,0,9.7,6.6,2.1,8.6,0.38,0.05,0.44,0.53,0.11,0.64,0.36,0.47,45,19,42.2,2.45,1.04,13.5,0.15,-2.7,338,461,73.3,4444,668,-1.1,17,12,12,19,123,655,14,44,267,350,115,27,8,29.6,19,70.4,327,1504,537,13,14,499
Cody Gakpo,NED,"FW,MF",Liverpool,Premier League,24,1999,35,17,1649,18.3,8,5,13,8,0,0,1,0,9.0,9.0,2.9,11.8,0.44,0.27,0.71,0.49,0.16,0.64,0.49,0.64,66,24,36.4,3.6,1.31,15.4,0.14,-1.0,436,564,77.3,6130,1738,2.1,25,43,32,43,130,809,15,77,335,412,107,54,31,57.4,17,31.5,549,3003,1472,31,13,618
Cole Palmer,ENG,"FW,MF",Chelsea,Premier League,21,2002,33,29,2607,29.0,22,11,33,13,9,9,7,0,18.2,11.1,11.1,22.2,0.76,0.38,1.14,0.63,0.38,1.01,0.38,0.77,100,37,37.0,3.45,1.28,22.1,0.11,3.8,1121,1415,79.2,18622,5642,-0.1,72,136,69,117,195,1754,22,183,742,852,126,104,52,50.0,46,44.2,1148,7236,3492,66,46,1362
Cristhian Stuani,URU,FW,Girona,La Liga,36,1986,31,5,804,8.9,9,3,12,9,0,0,6,0,9.6,9.6,1.9,11.5,1.01,0.34,1.34,1.08,0.21,1.29,1.08,1.29,34,17,50.0,3.81,1.9,9.0,0.3,-0.6,84,115,73.0,1007,130,1.1,10,0,1,3,24,218,16,34,90,94,47,5,1,20.0,4,80.0,101,386,119,1,3,137
Cristian Herrera,ESP,"FW,MF",Las Palmas,La Liga,32,1991,8,1,166,1.8,1,0,1,1,0,0,1,0,0.9,0.9,0.0,0.9,0.54,0.0,0.54,0.48,0.02,0.5,0.48,0.5,1,1,100.0,0.54,0.54,3.8,0.87,0.1,92,101,91.1,1092,323,0.0,1,6,0,2,16,117,2,16,59,42,4,2,1,50.0,1,50.0,77,300,138,3,0,93
Cyle Larin,CAN,FW,Mallorca,La Liga,28,1995,35,20,1823,20.3,3,2,5,3,0,0,8,0,9.0,9.0,1.4,10.4,0.15,0.1,0.25,0.45,0.07,0.52,0.45,0.52,69,25,36.2,3.41,1.23,12.7,0.13,-6.0,184,294,62.6,2419,410,0.6,11,8,1,20,103,548,26,51,209,297,111,39,14,35.9,23,59.0,310,1608,571,13,17,406
Cyril Ngonge,BEL,"FW,MF",Hellas Verona,Serie A,23,2000,19,17,1431,15.9,6,2,8,6,0,0,4,0,4.2,3.4,1.7,5.1,0.38,0.13,0.5,0.27,0.11,0.37,0.21,0.32,42,14,33.3,2.64,0.88,18.2,0.08,1.8,234,361,64.8,4279,1264,0.3,21,25,13,53,117,567,14,49,226,306,56,66,29,43.9,33,50.0,350,2467,1197,29,19,405
Cyril Ngonge,BEL,FW,Napoli,Serie A,23,2000,13,1,315,3.5,1,0,1,1,0,0,2,0,1.0,1.0,0.8,1.8,0.29,0.0,0.29,0.29,0.22,0.51,0.29,0.51,17,5,29.4,4.86,1.43,17.7,0.06,0.0,107,144,74.3,1788,439,-0.8,9,8,5,18,43,198,4,14,74,113,16,16,8,50.0,7,43.8,129,931,482,9,6,161
Damion Downs,USA,"FW,MF",Köln,Bundesliga,19,2004,10,0,181,2.0,2,0,2,2,0,0,0,0,1.0,1.0,0.0,1.0,0.99,0.0,0.99,0.51,0.0,0.51,0.51,0.51,5,2,40.0,2.49,0.99,10.9,0.21,1.0,24,36,66.7,316,48,0.0,0,0,1,1,5,52,1,4,21,27,8,4,1,25.0,3,75.0,22,89,37,1,1,32
Dan Ndoye,SUI,"FW,MF",Bologna,Serie A,22,2000,32,20,1771,19.7,1,1,2,1,0,0,4,0,4.9,4.9,1.8,6.6,0.05,0.05,0.1,0.25,0.09,0.34,0.25,0.34,41,16,39.0,2.08,0.81,16.7,0.13,-3.9,467,602,77.6,6997,1298,-0.8,22,25,13,88,173,872,19,127,346,423,74,93,34,36.6,43,46.2,593,4896,2713,56,30,646
Dane Scarlett,ENG,FW,Tottenham,Premier League,19,2004,4,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,0.0,2,3,66.7,25,16,0.0,0,1,0,0,4,11,0,0,5,6,2,3,0,0.0,2,66.7,10,32,2,0,1,11
Dango Ouattara,BFA,"FW,DF",Bournemouth,Premier League,21,2002,30,12,1229,13.7,1,2,3,1,0,0,3,0,2.6,2.6,1.5,4.1,0.07,0.15,0.22,0.19,0.11,0.3,0.19,0.3,30,7,23.3,2.2,0.51,15.2,0.09,-1.6,371,558,66.5,5941,1943,0.5,17,25,11,47,90,783,37,210,273,317,69,47,21,44.7,20,42.6,365,2597,1409,24,18,405
Daniel Jebbison,ENG,FW,Sheffield Utd,Premier League,19,2003,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,0.0,1,3,33.3,9,0,0.0,0,0,0,0,1,9,0,0,5,4,2,0,0,,0,,5,6,1,0,0,4
Daniel Maldini,ITA,"FW,MF",Empoli,Serie A,21,2001,7,3,263,2.9,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.1,0.01,0.12,0.1,0.12,9,2,22.2,3.08,0.68,26.4,0.03,-0.3,61,80,76.3,965,212,0.0,1,5,3,7,10,135,1,10,66,63,8,17,7,41.2,10,58.8,68,456,197,7,2,87
